LGA region,Postcode,People reporting fair or poor health status,People reporting fair or poor health status (rank),Females reporting fair or poor health status,Females reporting fair or poor health status (rank),Males reporting fair or poor health status,Males reporting fair or poor health status (rank),People receiving prescriptions,People receiving prescriptions (rank),Females receiving prescriptions,Females receiving prescriptions (rank),Males receiving prescriptions,Males receiving prescriptions (rank),"People who delayed purchasing prescribed medication, unable to afford","People who delayed purchasing prescribed medication, unable to afford (rank)",People reporting type 2 diabetes,People reporting type 2 diabetes (rank),People reporting high blood pressure,People reporting high blood pressure (rank),People reporting heart disease,People reporting heart disease (rank),"Cancer incidence per 1,000 population","Cancer incidence per 1,000 population (rank)","Cancer incidence per 1,000 females","Cancer incidence per 1,000 females (rank)","Cancer incidence per 1,000 males","Cancer incidence per 1,000 males (rank)"
Manningham,3129,9.10%,77,9.80%,64,8.00%,78,73.10%,43,77.50%,52,68.50%,34,6.60%,76,3.20%,72,22.00%,66,7.50%,30,6.1,34,5.9,28,6.3,37
Manningham,3130,9.10%,77,9.80%,64,8.00%,78,73.10%,43,77.50%,52,68.50%,34,6.60%,76,3.20%,72,22.00%,66,7.50%,30,6.1,34,5.9,28,6.3,37
Manningham,3131,9.10%,77,9.80%,64,8.00%,78,73.10%,43,77.50%,52,68.50%,34,6.60%,76,3.20%,72,22.00%,66,7.50%,30,6.1,34,5.9,28,6.3,37
Manningham,3132,9.10%,77,9.80%,64,8.00%,78,73.10%,43,77.50%,52,68.50%,34,6.60%,76,3.20%,72,22.00%,66,7.50%,30,6.1,34,5.9,28,6.3,37
Manningham,3134,9.10%,77,9.80%,64,8.00%,78,73.10%,43,77.50%,52,68.50%,34,6.60%,76,3.20%,72,22.00%,66,7.50%,30,6.1,34,5.9,28,6.3,37
Manningham,3136,9.10%,77,9.80%,64,8.00%,78,73.10%,43,77.50%,52,68.50%,34,6.60%,76,3.20%,72,22.00%,66,7.50%,30,6.1,34,5.9,28,6.3,37
Manningham,3775,9.10%,77,9.80%,64,8.00%,78,73.10%,43,77.50%,52,68.50%,34,6.60%,76,3.20%,72,22.00%,66,7.50%,30,6.1,34,5.9,28,6.3,37
Mansfield,3666,9.90%,70,10.30%,62,10.00%,73,68.30%,63,73.30%,65,63.40%,62,10.40%,64,4.50%,45,21.60%,68,8.00%,19,7.2,18,6.9,13,7.5,24
Mansfield,3670,9.90%,70,10.30%,62,10.00%,73,68.30%,63,73.30%,65,63.40%,62,10.40%,64,4.50%,45,21.60%,68,8.00%,19,7.2,18,6.9,13,7.5,24
Mansfield,3673,9.90%,70,10.30%,62,10.00%,73,68.30%,63,73.30%,65,63.40%,62,10.40%,64,4.50%,45,21.60%,68,8.00%,19,7.2,18,6.9,13,7.5,24
Mansfield,3678,9.90%,70,10.30%,62,10.00%,73,68.30%,63,73.30%,65,63.40%,62,10.40%,64,4.50%,45,21.60%,68,8.00%,19,7.2,18,6.9,13,7.5,24
Mansfield,3713,9.90%,70,10.30%,62,10.00%,73,68.30%,63,73.30%,65,63.40%,62,10.40%,64,4.50%,45,21.60%,68,8.00%,19,7.2,18,6.9,13,7.5,24
Mansfield,3714,9.90%,70,10.30%,62,10.00%,73,68.30%,63,73.30%,65,63.40%,62,10.40%,64,4.50%,45,21.60%,68,8.00%,19,7.2,18,6.9,13,7.5,24
Mansfield,3715,9.90%,70,10.30%,62,10.00%,73,68.30%,63,73.30%,65,63.40%,62,10.40%,64,4.50%,45,21.60%,68,8.00%,19,7.2,18,6.9,13,7.5,24
Mansfield,3719,9.90%,70,10.30%,62,10.00%,73,68.30%,63,73.30%,65,63.40%,62,10.40%,64,4.50%,45,21.60%,68,8.00%,19,7.2,18,6.9,13,7.5,24
Mansfield,3720,9.90%,70,10.30%,62,10.00%,73,68.30%,63,73.30%,65,63.40%,62,10.40%,64,4.50%,45,21.60%,68,8.00%,19,7.2,18,6.9,13,7.5,24
Mansfield,3722,9.90%,70,10.30%,62,10.00%,73,68.30%,63,73.30%,65,63.40%,62,10.40%,64,4.50%,45,21.60%,68,8.00%,19,7.2,18,6.9,13,7.5,24
Mansfield,3723,9.90%,70,10.30%,62,10.00%,73,68.30%,63,73.30%,65,63.40%,62,10.40%,64,4.50%,45,21.60%,68,8.00%,19,7.2,18,6.9,13,7.5,24
Mansfield,3799,9.90%,70,10.30%,62,10.00%,73,68.30%,63,73.30%,65,63.40%,62,10.40%,64,4.50%,45,21.60%,68,8.00%,19,7.2,18,6.9,13,7.5,24
Mansfield,3833,9.90%,70,10.30%,62,10.00%,73,68.30%,63,73.30%,65,63.40%,62,10.40%,64,4.50%,45,21.60%,68,8.00%,19,7.2,18,6.9,13,7.5,24
Mansfield,3858,9.90%,70,10.30%,62,10.00%,73,68.30%,63,73.30%,65,63.40%,62,10.40%,64,4.50%,45,21.60%,68,8.00%,19,7.2,18,6.9,13,7.5,24
Maribyrnong,3003,16.90%,27,18.00%,14,15.30%,39,62.50%,75,69.10%,73,56.20%,75,12.80%,34,5.30%,28,28.60%,23,3.90%,79,3.8,76,3.6,74,3.9,76
Maribyrnong,3011,16.90%,27,18.00%,14,15.30%,39,62.50%,75,69.10%,73,56.20%,75,12.80%,34,5.30%,28,28.60%,23,3.90%,79,3.8,76,3.6,74,3.9,76
Maribyrnong,3012,16.90%,27,18.00%,14,15.30%,39,62.50%,75,69.10%,73,56.20%,75,12.80%,34,5.30%,28,28.60%,23,3.90%,79,3.8,76,3.6,74,3.9,76
Maribyrnong,3013,16.90%,27,18.00%,14,15.30%,39,62.50%,75,69.10%,73,56.20%,75,12.80%,34,5.30%,28,28.60%,23,3.90%,79,3.8,76,3.6,74,3.9,76
Maribyrnong,3015,16.90%,27,18.00%,14,15.30%,39,62.50%,75,69.10%,73,56.20%,75,12.80%,34,5.30%,28,28.60%,23,3.90%,79,3.8,76,3.6,74,3.9,76
Maribyrnong,3019,16.90%,27,18.00%,14,15.30%,39,62.50%,75,69.10%,73,56.20%,75,12.80%,34,5.30%,28,28.60%,23,3.90%,79,3.8,76,3.6,74,3.9,76
Maribyrnong,3020,16.90%,27,18.00%,14,15.30%,39,62.50%,75,69.10%,73,56.20%,75,12.80%,34,5.30%,28,28.60%,23,3.90%,79,3.8,76,3.6,74,3.9,76
Maribyrnong,3031,16.90%,27,18.00%,14,15.30%,39,62.50%,75,69.10%,73,56.20%,75,12.80%,34,5.30%,28,28.60%,23,3.90%,79,3.8,76,3.6,74,3.9,76
Maribyrnong,3032,16.90%,27,18.00%,14,15.30%,39,62.50%,75,69.10%,73,56.20%,75,12.80%,34,5.30%,28,28.60%,23,3.90%,79,3.8,76,3.6,74,3.9,76
Maribyrnong,3034,16.90%,27,18.00%,14,15.30%,39,62.50%,75,69.10%,73,56.20%,75,12.80%,34,5.30%,28,28.60%,23,3.90%,79,3.8,76,3.6,74,3.9,76
Maribyrnong,3039,16.90%,27,18.00%,14,15.30%,39,62.50%,75,69.10%,73,56.20%,75,12.80%,34,5.30%,28,28.60%,23,3.90%,79,3.8,76,3.6,74,3.9,76
Maribyrnong,3040,16.90%,27,18.00%,14,15.30%,39,62.50%,75,69.10%,73,56.20%,75,12.80%,34,5.30%,28,28.60%,23,3.90%,79,3.8,76,3.6,74,3.9,76
Maroondah,3111,14.30%,47,15.00%,29,13.30%,58,74.20%,37,80.30%,39,67.70%,39,9.00%,68,4.20%,53,28.90%,16,6.80%,42,5.4,54,5.1,47,5.6,56
Maroondah,3114,14.30%,47,15.00%,29,13.30%,58,74.20%,37,80.30%,39,67.70%,39,9.00%,68,4.20%,53,28.90%,16,6.80%,42,5.4,54,5.1,47,5.6,56
Maroondah,3115,14.30%,47,15.00%,29,13.30%,58,74.20%,37,80.30%,39,67.70%,39,9.00%,68,4.20%,53,28.90%,16,6.80%,42,5.4,54,5.1,47,5.6,56
Maroondah,3116,14.30%,47,15.00%,29,13.30%,58,74.20%,37,80.30%,39,67.70%,39,9.00%,68,4.20%,53,28.90%,16,6.80%,42,5.4,54,5.1,47,5.6,56
Maroondah,3132,14.30%,47,15.00%,29,13.30%,58,74.20%,37,80.30%,39,67.70%,39,9.00%,68,4.20%,53,28.90%,16,6.80%,42,5.4,54,5.1,47,5.6,56
Maroondah,3133,14.30%,47,15.00%,29,13.30%,58,74.20%,37,80.30%,39,67.70%,39,9.00%,68,4.20%,53,28.90%,16,6.80%,42,5.4,54,5.1,47,5.6,56
Maroondah,3134,14.30%,47,15.00%,29,13.30%,58,74.20%,37,80.30%,39,67.70%,39,9.00%,68,4.20%,53,28.90%,16,6.80%,42,5.4,54,5.1,47,5.6,56
Maroondah,3135,14.30%,47,15.00%,29,13.30%,58,74.20%,37,80.30%,39,67.70%,39,9.00%,68,4.20%,53,28.90%,16,6.80%,42,5.4,54,5.1,47,5.6,56
Maroondah,3136,14.30%,47,15.00%,29,13.30%,58,74.20%,37,80.30%,39,67.70%,39,9.00%,68,4.20%,53,28.90%,16,6.80%,42,5.4,54,5.1,47,5.6,56
Maroondah,3137,14.30%,47,15.00%,29,13.30%,58,74.20%,37,80.30%,39,67.70%,39,9.00%,68,4.20%,53,28.90%,16,6.80%,42,5.4,54,5.1,47,5.6,56
Maroondah,3138,14.30%,47,15.00%,29,13.30%,58,74.20%,37,80.30%,39,67.70%,39,9.00%,68,4.20%,53,28.90%,16,6.80%,42,5.4,54,5.1,47,5.6,56
Maroondah,3152,14.30%,47,15.00%,29,13.30%,58,74.20%,37,80.30%,39,67.70%,39,9.00%,68,4.20%,53,28.90%,16,6.80%,42,5.4,54,5.1,47,5.6,56
Maroondah,3153,14.30%,47,15.00%,29,13.30%,58,74.20%,37,80.30%,39,67.70%,39,9.00%,68,4.20%,53,28.90%,16,6.80%,42,5.4,54,5.1,47,5.6,56
Maroondah,3155,14.30%,47,15.00%,29,13.30%,58,74.20%,37,80.30%,39,67.70%,39,9.00%,68,4.20%,53,28.90%,16,6.80%,42,5.4,54,5.1,47,5.6,56
Melbourne,3000,16.70%,30,13.30%,40,19.60%,18,49.00%,78,52.50%,78,45.60%,78,10.70%,61,2.90%,75,18.40%,78,6.20%,61,2.8,79,2.7,79,3,79
Melbourne,3002,16.70%,30,13.30%,40,19.60%,18,49.00%,78,52.50%,78,45.60%,78,10.70%,61,2.90%,75,18.40%,78,6.20%,61,2.8,79,2.7,79,3,79
Melbourne,3003,16.70%,30,13.30%,40,19.60%,18,49.00%,78,52.50%,78,45.60%,78,10.70%,61,2.90%,75,18.40%,78,6.20%,61,2.8,79,2.7,79,3,79
Melbourne,3004,16.70%,30,13.30%,40,19.60%,18,49.00%,78,52.50%,78,45.60%,78,10.70%,61,2.90%,75,18.40%,78,6.20%,61,2.8,79,2.7,79,3,79
Melbourne,3005,16.70%,30,13.30%,40,19.60%,18,49.00%,78,52.50%,78,45.60%,78,10.70%,61,2.90%,75,18.40%,78,6.20%,61,2.8,79,2.7,79,3,79
Melbourne,3006,16.70%,30,13.30%,40,19.60%,18,49.00%,78,52.50%,78,45.60%,78,10.70%,61,2.90%,75,18.40%,78,6.20%,61,2.8,79,2.7,79,3,79
Melbourne,3008,16.70%,30,13.30%,40,19.60%,18,49.00%,78,52.50%,78,45.60%,78,10.70%,61,2.90%,75,18.40%,78,6.20%,61,2.8,79,2.7,79,3,79
Melbourne,3010,16.70%,30,13.30%,40,19.60%,18,49.00%,78,52.50%,78,45.60%,78,10.70%,61,2.90%,75,18.40%,78,6.20%,61,2.8,79,2.7,79,3,79
Melbourne,3011,16.70%,30,13.30%,40,19.60%,18,49.00%,78,52.50%,78,45.60%,78,10.70%,61,2.90%,75,18.40%,78,6.20%,61,2.8,79,2.7,79,3,79
Melbourne,3013,16.70%,30,13.30%,40,19.60%,18,49.00%,78,52.50%,78,45.60%,78,10.70%,61,2.90%,75,18.40%,78,6.20%,61,2.8,79,2.7,79,3,79
Melbourne,3015,16.70%,30,13.30%,40,19.60%,18,49.00%,78,52.50%,78,45.60%,78,10.70%,61,2.90%,75,18.40%,78,6.20%,61,2.8,79,2.7,79,3,79
Melbourne,3031,16.70%,30,13.30%,40,19.60%,18,49.00%,78,52.50%,78,45.60%,78,10.70%,61,2.90%,75,18.40%,78,6.20%,61,2.8,79,2.7,79,3,79
Melbourne,3032,16.70%,30,13.30%,40,19.60%,18,49.00%,78,52.50%,78,45.60%,78,10.70%,61,2.90%,75,18.40%,78,6.20%,61,2.8,79,2.7,79,3,79
Melbourne,3051,16.70%,30,13.30%,40,19.60%,18,49.00%,78,52.50%,78,45.60%,78,10.70%,61,2.90%,75,18.40%,78,6.20%,61,2.8,79,2.7,79,3,79
Melbourne,3052,16.70%,30,13.30%,40,19.60%,18,49.00%,78,52.50%,78,45.60%,78,10.70%,61,2.90%,75,18.40%,78,6.20%,61,2.8,79,2.7,79,3,79
Melbourne,3053,16.70%,30,13.30%,40,19.60%,18,49.00%,78,52.50%,78,45.60%,78,10.70%,61,2.90%,75,18.40%,78,6.20%,61,2.8,79,2.7,79,3,79
Melbourne,3054,16.70%,30,13.30%,40,19.60%,18,49.00%,78,52.50%,78,45.60%,78,10.70%,61,2.90%,75,18.40%,78,6.20%,61,2.8,79,2.7,79,3,79
Melbourne,3055,16.70%,30,13.30%,40,19.60%,18,49.00%,78,52.50%,78,45.60%,78,10.70%,61,2.90%,75,18.40%,78,6.20%,61,2.8,79,2.7,79,3,79
Melbourne,3056,16.70%,30,13.30%,40,19.60%,18,49.00%,78,52.50%,78,45.60%,78,10.70%,61,2.90%,75,18.40%,78,6.20%,61,2.8,79,2.7,79,3,79
Melbourne,3065,16.70%,30,13.30%,40,19.60%,18,49.00%,78,52.50%,78,45.60%,78,10.70%,61,2.90%,75,18.40%,78,6.20%,61,2.8,79,2.7,79,3,79
Melbourne,3066,16.70%,30,13.30%,40,19.60%,18,49.00%,78,52.50%,78,45.60%,78,10.70%,61,2.90%,75,18.40%,78,6.20%,61,2.8,79,2.7,79,3,79
Melbourne,3068,16.70%,30,13.30%,40,19.60%,18,49.00%,78,52.50%,78,45.60%,78,10.70%,61,2.90%,75,18.40%,78,6.20%,61,2.8,79,2.7,79,3,79
Melbourne,3121,16.70%,30,13.30%,40,19.60%,18,49.00%,78,52.50%,78,45.60%,78,10.70%,61,2.90%,75,18.40%,78,6.20%,61,2.8,79,2.7,79,3,79
Melbourne,3141,16.70%,30,13.30%,40,19.60%,18,49.00%,78,52.50%,78,45.60%,78,10.70%,61,2.90%,75,18.40%,78,6.20%,61,2.8,79,2.7,79,3,79
Melbourne,3181,16.70%,30,13.30%,40,19.60%,18,49.00%,78,52.50%,78,45.60%,78,10.70%,61,2.90%,75,18.40%,78,6.20%,61,2.8,79,2.7,79,3,79
Melbourne,3205,16.70%,30,13.30%,40,19.60%,18,49.00%,78,52.50%,78,45.60%,78,10.70%,61,2.90%,75,18.40%,78,6.20%,61,2.8,79,2.7,79,3,79
Melbourne,3206,16.70%,30,13.30%,40,19.60%,18,49.00%,78,52.50%,78,45.60%,78,10.70%,61,2.90%,75,18.40%,78,6.20%,61,2.8,79,2.7,79,3,79
Melbourne,3207,16.70%,30,13.30%,40,19.60%,18,49.00%,78,52.50%,78,45.60%,78,10.70%,61,2.90%,75,18.40%,78,6.20%,61,2.8,79,2.7,79,3,79
Melton,3021,18.70%,13,16.50%,22,21.40%,13,71.70%,52,77.40%,53,66.00%,51,11.70%,52,8.50%,1,30.00%,8,5.30%,75,3.2,78,3.4,77,3,78
Melton,3023,18.70%,13,16.50%,22,21.40%,13,71.70%,52,77.40%,53,66.00%,51,11.70%,52,8.50%,1,30.00%,8,5.30%,75,3.2,78,3.4,77,3,78
Melton,3024,18.70%,13,16.50%,22,21.40%,13,71.70%,52,77.40%,53,66.00%,51,11.70%,52,8.50%,1,30.00%,8,5.30%,75,3.2,78,3.4,77,3,78
Melton,3029,18.70%,13,16.50%,22,21.40%,13,71.70%,52,77.40%,53,66.00%,51,11.70%,52,8.50%,1,30.00%,8,5.30%,75,3.2,78,3.4,77,3,78
Melton,3030,18.70%,13,16.50%,22,21.40%,13,71.70%,52,77.40%,53,66.00%,51,11.70%,52,8.50%,1,30.00%,8,5.30%,75,3.2,78,3.4,77,3,78
Melton,3037,18.70%,13,16.50%,22,21.40%,13,71.70%,52,77.40%,53,66.00%,51,11.70%,52,8.50%,1,30.00%,8,5.30%,75,3.2,78,3.4,77,3,78
Melton,3335,18.70%,13,16.50%,22,21.40%,13,71.70%,52,77.40%,53,66.00%,51,11.70%,52,8.50%,1,30.00%,8,5.30%,75,3.2,78,3.4,77,3,78
Melton,3337,18.70%,13,16.50%,22,21.40%,13,71.70%,52,77.40%,53,66.00%,51,11.70%,52,8.50%,1,30.00%,8,5.30%,75,3.2,78,3.4,77,3,78
Melton,3338,18.70%,13,16.50%,22,21.40%,13,71.70%,52,77.40%,53,66.00%,51,11.70%,52,8.50%,1,30.00%,8,5.30%,75,3.2,78,3.4,77,3,78
Melton,3340,18.70%,13,16.50%,22,21.40%,13,71.70%,52,77.40%,53,66.00%,51,11.70%,52,8.50%,1,30.00%,8,5.30%,75,3.2,78,3.4,77,3,78
Melton,3427,18.70%,13,16.50%,22,21.40%,13,71.70%,52,77.40%,53,66.00%,51,11.70%,52,8.50%,1,30.00%,8,5.30%,75,3.2,78,3.4,77,3,78
Melton,3429,18.70%,13,16.50%,22,21.40%,13,71.70%,52,77.40%,53,66.00%,51,11.70%,52,8.50%,1,30.00%,8,5.30%,75,3.2,78,3.4,77,3,78
Melton,3437,18.70%,13,16.50%,22,21.40%,13,71.70%,52,77.40%,53,66.00%,51,11.70%,52,8.50%,1,30.00%,8,5.30%,75,3.2,78,3.4,77,3,78
Mildura,2648,13.40%,54,12.00%,56,15.20%,40,80.30%,9,85.60%,13,74.80%,9,13.70%,17,5.30%,29,28.10%,30,8.10%,15,5.9,38,5.5,39,6.4,36
Mildura,2717,13.40%,54,12.00%,56,15.20%,40,80.30%,9,85.60%,13,74.80%,9,13.70%,17,5.30%,29,28.10%,30,8.10%,15,5.9,38,5.5,39,6.4,36
Mildura,2737,13.40%,54,12.00%,56,15.20%,40,80.30%,9,85.60%,13,74.80%,9,13.70%,17,5.30%,29,28.10%,30,8.10%,15,5.9,38,5.5,39,6.4,36
Mildura,2738,13.40%,54,12.00%,56,15.20%,40,80.30%,9,85.60%,13,74.80%,9,13.70%,17,5.30%,29,28.10%,30,8.10%,15,5.9,38,5.5,39,6.4,36
Mildura,2739,13.40%,54,12.00%,56,15.20%,40,80.30%,9,85.60%,13,74.80%,9,13.70%,17,5.30%,29,28.10%,30,8.10%,15,5.9,38,5.5,39,6.4,36
Mildura,3420,13.40%,54,12.00%,56,15.20%,40,80.30%,9,85.60%,13,74.80%,9,13.70%,17,5.30%,29,28.10%,30,8.10%,15,5.9,38,5.5,39,6.4,36
Mildura,3490,13.40%,54,12.00%,56,15.20%,40,80.30%,9,85.60%,13,74.80%,9,13.70%,17,5.30%,29,28.10%,30,8.10%,15,5.9,38,5.5,39,6.4,36
Mildura,3491,13.40%,54,12.00%,56,15.20%,40,80.30%,9,85.60%,13,74.80%,9,13.70%,17,5.30%,29,28.10%,30,8.10%,15,5.9,38,5.5,39,6.4,36
Mildura,3494,13.40%,54,12.00%,56,15.20%,40,80.30%,9,85.60%,13,74.80%,9,13.70%,17,5.30%,29,28.10%,30,8.10%,15,5.9,38,5.5,39,6.4,36
Mildura,3496,13.40%,54,12.00%,56,15.20%,40,80.30%,9,85.60%,13,74.80%,9,13.70%,17,5.30%,29,28.10%,30,8.10%,15,5.9,38,5.5,39,6.4,36
Mildura,3498,13.40%,54,12.00%,56,15.20%,40,80.30%,9,85.60%,13,74.80%,9,13.70%,17,5.30%,29,28.10%,30,8.10%,15,5.9,38,5.5,39,6.4,36
Mildura,3500,13.40%,54,12.00%,56,15.20%,40,80.30%,9,85.60%,13,74.80%,9,13.70%,17,5.30%,29,28.10%,30,8.10%,15,5.9,38,5.5,39,6.4,36
Mildura,3501,13.40%,54,12.00%,56,15.20%,40,80.30%,9,85.60%,13,74.80%,9,13.70%,17,5.30%,29,28.10%,30,8.10%,15,5.9,38,5.5,39,6.4,36
Mildura,3505,13.40%,54,12.00%,56,15.20%,40,80.30%,9,85.60%,13,74.80%,9,13.70%,17,5.30%,29,28.10%,30,8.10%,15,5.9,38,5.5,39,6.4,36
Mildura,3507,13.40%,54,12.00%,56,15.20%,40,80.30%,9,85.60%,13,74.80%,9,13.70%,17,5.30%,29,28.10%,30,8.10%,15,5.9,38,5.5,39,6.4,36
Mildura,3509,13.40%,54,12.00%,56,15.20%,40,80.30%,9,85.60%,13,74.80%,9,13.70%,17,5.30%,29,28.10%,30,8.10%,15,5.9,38,5.5,39,6.4,36
Mildura,3512,13.40%,54,12.00%,56,15.20%,40,80.30%,9,85.60%,13,74.80%,9,13.70%,17,5.30%,29,28.10%,30,8.10%,15,5.9,38,5.5,39,6.4,36
Mildura,3533,13.40%,54,12.00%,56,15.20%,40,80.30%,9,85.60%,13,74.80%,9,13.70%,17,5.30%,29,28.10%,30,8.10%,15,5.9,38,5.5,39,6.4,36
Mildura,3546,13.40%,54,12.00%,56,15.20%,40,80.30%,9,85.60%,13,74.80%,9,13.70%,17,5.30%,29,28.10%,30,8.10%,15,5.9,38,5.5,39,6.4,36
Mildura,3549,13.40%,54,12.00%,56,15.20%,40,80.30%,9,85.60%,13,74.80%,9,13.70%,17,5.30%,29,28.10%,30,8.10%,15,5.9,38,5.5,39,6.4,36
Mildura,5267,13.40%,54,12.00%,56,15.20%,40,80.30%,9,85.60%,13,74.80%,9,13.70%,17,5.30%,29,28.10%,30,8.10%,15,5.9,38,5.5,39,6.4,36
Mildura,5302,13.40%,54,12.00%,56,15.20%,40,80.30%,9,85.60%,13,74.80%,9,13.70%,17,5.30%,29,28.10%,30,8.10%,15,5.9,38,5.5,39,6.4,36
Mildura,5303,13.40%,54,12.00%,56,15.20%,40,80.30%,9,85.60%,13,74.80%,9,13.70%,17,5.30%,29,28.10%,30,8.10%,15,5.9,38,5.5,39,6.4,36
Mildura,5311,13.40%,54,12.00%,56,15.20%,40,80.30%,9,85.60%,13,74.80%,9,13.70%,17,5.30%,29,28.10%,30,8.10%,15,5.9,38,5.5,39,6.4,36
Mildura,5340,13.40%,54,12.00%,56,15.20%,40,80.30%,9,85.60%,13,74.80%,9,13.70%,17,5.30%,29,28.10%,30,8.10%,15,5.9,38,5.5,39,6.4,36
Mildura,5440,13.40%,54,12.00%,56,15.20%,40,80.30%,9,85.60%,13,74.80%,9,13.70%,17,5.30%,29,28.10%,30,8.10%,15,5.9,38,5.5,39,6.4,36
Mitchell,3064,16.20%,32,13.30%,39,17.90%,25,72.20%,49,78.60%,44,66.00%,52,11.60%,53,6.00%,18,27.40%,32,6.70%,46,5.7,46,5.5,38,5.9,51
Mitchell,3430,16.20%,32,13.30%,39,17.90%,25,72.20%,49,78.60%,44,66.00%,52,11.60%,53,6.00%,18,27.40%,32,6.70%,46,5.7,46,5.5,38,5.9,51
Mitchell,3435,16.20%,32,13.30%,39,17.90%,25,72.20%,49,78.60%,44,66.00%,52,11.60%,53,6.00%,18,27.40%,32,6.70%,46,5.7,46,5.5,38,5.9,51
Mitchell,3444,16.20%,32,13.30%,39,17.90%,25,72.20%,49,78.60%,44,66.00%,52,11.60%,53,6.00%,18,27.40%,32,6.70%,46,5.7,46,5.5,38,5.9,51
Mitchell,3521,16.20%,32,13.30%,39,17.90%,25,72.20%,49,78.60%,44,66.00%,52,11.60%,53,6.00%,18,27.40%,32,6.70%,46,5.7,46,5.5,38,5.9,51
Mitchell,3522,16.20%,32,13.30%,39,17.90%,25,72.20%,49,78.60%,44,66.00%,52,11.60%,53,6.00%,18,27.40%,32,6.70%,46,5.7,46,5.5,38,5.9,51
Mitchell,3523,16.20%,32,13.30%,39,17.90%,25,72.20%,49,78.60%,44,66.00%,52,11.60%,53,6.00%,18,27.40%,32,6.70%,46,5.7,46,5.5,38,5.9,51
Mitchell,3608,16.20%,32,13.30%,39,17.90%,25,72.20%,49,78.60%,44,66.00%,52,11.60%,53,6.00%,18,27.40%,32,6.70%,46,5.7,46,5.5,38,5.9,51
Mitchell,3658,16.20%,32,13.30%,39,17.90%,25,72.20%,49,78.60%,44,66.00%,52,11.60%,53,6.00%,18,27.40%,32,6.70%,46,5.7,46,5.5,38,5.9,51
Mitchell,3659,16.20%,32,13.30%,39,17.90%,25,72.20%,49,78.60%,44,66.00%,52,11.60%,53,6.00%,18,27.40%,32,6.70%,46,5.7,46,5.5,38,5.9,51
Mitchell,3660,16.20%,32,13.30%,39,17.90%,25,72.20%,49,78.60%,44,66.00%,52,11.60%,53,6.00%,18,27.40%,32,6.70%,46,5.7,46,5.5,38,5.9,51
Mitchell,3662,16.20%,32,13.30%,39,17.90%,25,72.20%,49,78.60%,44,66.00%,52,11.60%,53,6.00%,18,27.40%,32,6.70%,46,5.7,46,5.5,38,5.9,51
Mitchell,3663,16.20%,32,13.30%,39,17.90%,25,72.20%,49,78.60%,44,66.00%,52,11.60%,53,6.00%,18,27.40%,32,6.70%,46,5.7,46,5.5,38,5.9,51
Mitchell,3664,16.20%,32,13.30%,39,17.90%,25,72.20%,49,78.60%,44,66.00%,52,11.60%,53,6.00%,18,27.40%,32,6.70%,46,5.7,46,5.5,38,5.9,51
Mitchell,3666,16.20%,32,13.30%,39,17.90%,25,72.20%,49,78.60%,44,66.00%,52,11.60%,53,6.00%,18,27.40%,32,6.70%,46,5.7,46,5.5,38,5.9,51
Mitchell,3717,16.20%,32,13.30%,39,17.90%,25,72.20%,49,78.60%,44,66.00%,52,11.60%,53,6.00%,18,27.40%,32,6.70%,46,5.7,46,5.5,38,5.9,51
Mitchell,3751,16.20%,32,13.30%,39,17.90%,25,72.20%,49,78.60%,44,66.00%,52,11.60%,53,6.00%,18,27.40%,32,6.70%,46,5.7,46,5.5,38,5.9,51
Mitchell,3753,16.20%,32,13.30%,39,17.90%,25,72.20%,49,78.60%,44,66.00%,52,11.60%,53,6.00%,18,27.40%,32,6.70%,46,5.7,46,5.5,38,5.9,51
Mitchell,3756,16.20%,32,13.30%,39,17.90%,25,72.20%,49,78.60%,44,66.00%,52,11.60%,53,6.00%,18,27.40%,32,6.70%,46,5.7,46,5.5,38,5.9,51
Mitchell,3757,16.20%,32,13.30%,39,17.90%,25,72.20%,49,78.60%,44,66.00%,52,11.60%,53,6.00%,18,27.40%,32,6.70%,46,5.7,46,5.5,38,5.9,51
Mitchell,3758,16.20%,32,13.30%,39,17.90%,25,72.20%,49,78.60%,44,66.00%,52,11.60%,53,6.00%,18,27.40%,32,6.70%,46,5.7,46,5.5,38,5.9,51
Mitchell,3764,16.20%,32,13.30%,39,17.90%,25,72.20%,49,78.60%,44,66.00%,52,11.60%,53,6.00%,18,27.40%,32,6.70%,46,5.7,46,5.5,38,5.9,51
Moira,2646,18.80%,11,15.10%,28,22.80%,7,62.70%,74,67.10%,76,58.30%,73,13.90%,12,6.00%,16,29.90%,10,8.80%,9,7.5,12,6.8,14,8.2,15
Moira,2647,18.80%,11,15.10%,28,22.80%,7,62.70%,74,67.10%,76,58.30%,73,13.90%,12,6.00%,16,29.90%,10,8.80%,9,7.5,12,6.8,14,8.2,15
Moira,2710,18.80%,11,15.10%,28,22.80%,7,62.70%,74,67.10%,76,58.30%,73,13.90%,12,6.00%,16,29.90%,10,8.80%,9,7.5,12,6.8,14,8.2,15
Moira,2712,18.80%,11,15.10%,28,22.80%,7,62.70%,74,67.10%,76,58.30%,73,13.90%,12,6.00%,16,29.90%,10,8.80%,9,7.5,12,6.8,14,8.2,15
Moira,2714,18.80%,11,15.10%,28,22.80%,7,62.70%,74,67.10%,76,58.30%,73,13.90%,12,6.00%,16,29.90%,10,8.80%,9,7.5,12,6.8,14,8.2,15
